input_text,output_text,label_space,label_verbalizer,verbalized_label,binary_preds
"Determine which option can be inferred from the given Sentence.  Sentence: At [Knox] 's last appearance last week , at her appeals trial , the [American] broke down in tears while making an emotional speech to the court . Options: A. [Knox] has the nationality [American] B. [Knox] lives in the country [American] C. [Knox] has no known relations to [American]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C']","{'A': 'per:origin', 'B': 'per:countries_of_residence', 'C': 'no_relation'}",per:origin,
"Determine which option can be inferred from the given Sentence.  Sentence: Ivory Coast 's new [UN] ambassador , [Youssoufou Bamba] , said he is worried about his country 's future and is consulting with members of the Security Council ahead of a meeting next week on ways to help Ouattara assume power . Options: A. [Youssoufou Bamba] studied in [UN] B. [Youssoufou Bamba] is the employee of [UN] C. [Youssoufou Bamba] has no known relations to [UN]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",per:employee_of,
"Determine which option can be inferred from the given Sentence.  Sentence: At [Hollister Inc] , a [Boston] staffing firm , officials said companies are hiring permanent employees faster than expected for this stage of a recovery . Options: A. [Hollister Inc] has a headquarter in the city [Boston] B. [Hollister Inc] has no known relations to [Boston]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'org:city_of_headquarters', 'B': 'no_relation'}",org:city_of_headquarters,
"Determine which option can be inferred from the given Sentence.  Sentence: [Jamie Leigh Jones] , now 22 , says that after she was raped by multiple men at a KBR camp in the Green Zone , the company put her under guard in a shipping container with a bed and warned [her] that if she left Iraq for medical treatment , she 'd be out of a job . Options: A. [Jamie Leigh Jones] has the alternate name [her] B. [Jamie Leigh Jones] is the spouse of [her] C. [Jamie Leigh Jones] has the parent [her] D. [Jamie Leigh Jones] is the parent of [her] E. [Jamie Leigh Jones] is the siblings of [her] F. [Jamie Leigh Jones] is the other family member of [her] G. [Jamie Leigh Jones] has no known relations to [her]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,
"Determine which option can be inferred from the given Sentence.  Sentence: A self-taught [chef] , Cerniglia worked for the famed New York-based Gallagher 's Steakhouse chain for a decade , where [he] became the executive chef . Options: A. [he] is a [chef] B. [he] has no known relations to [chef]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:title', 'B': 'no_relation'}",per:title,
"Determine which option can be inferred from the given Sentence.  Sentence: '' It is heartbreaking to imagine that our leaders in Washington do not care , so I must believe that they do not know , '' [Joe Garcia] , president of the [National Congress of American Indians] , said in his annual state of Indian nations address in February . Options: A. [National Congress of American Indians] has the high level member [Joe Garcia] B. [National Congress of American Indians] was founded by [Joe Garcia] C. [National Congress of American Indians] has shares hold in [Joe Garcia] D. [National Congress of American Indians] has no known relations to [Joe Garcia]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",org:top_members/employees,
"Determine which option can be inferred from the given Sentence.  Sentence: [Asia Bibi] , [45] , an agricultural worker and mother of five , is the first woman to be sentenced to death for blasphemy , according to human rights groups . Options: A. [Asia Bibi] has the age [45] B. [Asia Bibi] has no known relations to [45]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",per:age,
"Determine which option can be inferred from the given Sentence.  Sentence: Gaunt and haggard , freed Italian aid worker [Eugenio Vagni] said Sunday his release from six months ' captivity by armed Islamic militants in the [Philippines] was a day he thought might never come . Options: A. [Eugenio Vagni] was born in the country [Philippines] B. [Eugenio Vagni] has the nationality [Philippines] C. [Eugenio Vagni] died in the country [Philippines] D. [Eugenio Vagni] lives in the country [Philippines] E. [Eugenio Vagni] has no known relations to [Philippines]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D', 'E']","{'A': 'per:country_of_birth', 'B': 'per:origin', 'C': 'per:country_of_death', 'D': 'per:countries_of_residence', 'E': 'no_relation'}",per:countries_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: They migrated in droves , and the [group] _ which then called itself the [Committee on Urban Conditions Among Negroes] _ was founded to help the newcomers improve their work lives and squalid housing . Options: A. [group] is also known as [Committee on Urban Conditions Among Negroes] B. [group] has the member [Committee on Urban Conditions Among Negroes] C. [group] is the member of [Committee on Urban Conditions Among Negroes] D. [group] owns [Committee on Urban Conditions Among Negroes] E. [group] has the parent company [Committee on Urban Conditions Among Negroes] F. [group] has shares hold in [Committee on Urban Conditions Among Negroes] G. [group] has no known relations to [Committee on Urban Conditions Among Negroes]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:alternate_names,
"Determine which option can be inferred from the given Sentence.  Sentence: Last November , Wen 's sister-in-law [Xie Caiping] was sentenced to 18 years in prison on charges of running illegal gambling dens and [drug dealing] . Options: A. [Xie Caiping] is convicted of [drug dealing] B. [Xie Caiping] has no known relations to [drug dealing]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:charges', 'B': 'no_relation'}",per:charges,
"Determine which option can be inferred from the given Sentence.  Sentence: [He] greeted an aunt and uncle with a smile when they arrived at his [Tripoli] bedside on Thursday , a doctor said . Options: A. [He] has the nationality [Tripoli] B. [He] died in the city [Tripoli] C. [He] lives in the city [Tripoli] D. [He] has no known relations to [Tripoli]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C', 'D']","{'A': 'per:origin', 'B': 'per:city_of_death', 'C': 'per:cities_of_residence', 'D': 'no_relation'}",per:cities_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: Researchers Gilles Dorronsoro from France and Italian Antonio Giustozzi , as well as [Pakistani] journalist [Ahmed Rashid] , were among those who said the current strategy was failing as the Taliban , ousted from government by a US-led invasion in 2001 , grew in strength . Options: A. [Ahmed Rashid] has the nationality [Pakistani] B. [Ahmed Rashid] lives in the country [Pakistani] C. [Ahmed Rashid] has no known relations to [Pakistani]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C']","{'A': 'per:origin', 'B': 'per:countries_of_residence', 'C': 'no_relation'}",per:origin,
"Determine which option can be inferred from the given Sentence.  Sentence: [Messina Denaro] has been trying to impose his power in Palermo , the Sicilian capital , and become the new head of the [Sicilian Mafia] , weakened by the arrest of Provenzano in April 2006 . Options: A. [Messina Denaro] studied in [Sicilian Mafia] B. [Messina Denaro] is the employee of [Sicilian Mafia] C. [Messina Denaro] has no known relations to [Sicilian Mafia]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",per:employee_of,
Determine which option can be inferred from the given Sentence.  Sentence: Dutch foreign ministry spokesman Christoph Prommersberger told AFP on Friday that [Ruben van Assouw] boy would be accompanied on the flight home '' by his uncle and aunt and the doctor treating [him] . '' Options: A. [him] has the alternate name [Ruben van Assouw] B. [him] is the spouse of [Ruben van Assouw] C. [him] has the parent [Ruben van Assouw] D. [him] is the parent of [Ruben van Assouw] E. [him] is the siblings of [Ruben van Assouw] F. [him] is the other family member of [Ruben van Assouw] G. [him] has no known relations to [Ruben van Assouw]  Which option can be inferred from the given Sentence? Option:,G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,
Determine which option can be inferred from the given Sentence.  Sentence: [Gonzalez] was [attorney] general during the most violent peacetime period in the history of Chihuahua state . Options: A. [Gonzalez] is a [attorney] B. [Gonzalez] has no known relations to [attorney]  Which option can be inferred from the given Sentence? Option:,A,"['A', 'B']","{'A': 'per:title', 'B': 'no_relation'}",per:title,
"Determine which option can be inferred from the given Sentence.  Sentence: '' There have been over a hundred young musicians chosen through competitions at the biennial event over the past eight years , '' said [Hank Hei] , an [NTSO] official in charge of the program . Options: A. [NTSO] has the high level member [Hank Hei] B. [NTSO] was founded by [Hank Hei] C. [NTSO] has shares hold in [Hank Hei] D. [NTSO] has no known relations to [Hank Hei]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",org:top_members/employees,
"Determine which option can be inferred from the given Sentence.  Sentence: [John Graham] , [24] , of Winnetka was nailed with a $ 100 ticket for talking on his cell phone several months ago after his dying mother had called from the hospital . Options: A. [John Graham] has the age [24] B. [John Graham] has no known relations to [24]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",per:age,
"Determine which option can be inferred from the given Sentence.  Sentence: Italian Red Cross worker [Eugenio Vagni] was freed in the southern [Philippine] province of Sulu early Sunday , almost three months after he and his two colleagues were abducted by local militants , the military said . Options: A. [Eugenio Vagni] has the nationality [Philippine] B. [Eugenio Vagni] lives in the country [Philippine] C. [Eugenio Vagni] has no known relations to [Philippine]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'per:origin', 'B': 'per:countries_of_residence', 'C': 'no_relation'}",per:countries_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: The cost of cleaning up existing waste is higher than previously thought The UK 's nuclear waste clean-up programme could cost more than # 70bn , according to the [Nuclear Decommissioning Authority] ( [NDA] ) . Options: A. [NDA] is also known as [Nuclear Decommissioning Authority] B. [NDA] has the member [Nuclear Decommissioning Authority] C. [NDA] is the member of [Nuclear Decommissioning Authority] D. [NDA] owns [Nuclear Decommissioning Authority] E. [NDA] has the parent company [Nuclear Decommissioning Authority] F. [NDA] has shares hold in [Nuclear Decommissioning Authority] G. [NDA] has no known relations to [Nuclear Decommissioning Authority]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:alternate_names,
"Determine which option can be inferred from the given Sentence.  Sentence: Herold 's 200-pound ( 90-kilogram ) chimpanzee , Travis , went berserk in February 2009 after Herold asked her friend , Charla Nash , to help lure it back into [her] house in [Stamford] . Options: A. [her] was born in the city [Stamford] B. [her] died in the city [Stamford] C. [her] lives in the city [Stamford] D. [her] has no known relations to [Stamford]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C', 'D']","{'A': 'per:city_of_birth', 'B': 'per:city_of_death', 'C': 'per:cities_of_residence', 'D': 'no_relation'}",per:cities_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: January 15 , 2009 : International Committee of the Red Cross workers Andreas Notter of Switzerland , [Eugenio Vagni] of [Italy] and Filipina Mary Jean Lacaba are kidnapped while on a humanitarian mission on Jolo island . Options: A. [Eugenio Vagni] has the nationality [Italy] B. [Eugenio Vagni] lives in the country [Italy] C. [Eugenio Vagni] has no known relations to [Italy]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C']","{'A': 'per:origin', 'B': 'per:countries_of_residence', 'C': 'no_relation'}",per:origin,
"Determine which option can be inferred from the given Sentence.  Sentence: [Adela Dworin] , president of Havana 's [Temple Beth Shalom] and Cuba 's largest Jewish organization , the Jewish Community House , told The Associated Press on Wednesday it 's possible Gross came to the center as one of '' hundreds '' of foreign visitors it receives each year . Options: A. [Adela Dworin] studied in [Temple Beth Shalom] B. [Adela Dworin] is the employee of [Temple Beth Shalom] C. [Adela Dworin] has no known relations to [Temple Beth Shalom]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",per:employee_of,
"Determine which option can be inferred from the given Sentence.  Sentence: [Grace Brugess] , a spokeswoman for the New York City medical examiner 's office , said the office Tuesday ruled [Cerniglia] 's death a suicide . Options: A. [Cerniglia] has the alternate name [Grace Brugess] B. [Cerniglia] is the spouse of [Grace Brugess] C. [Cerniglia] has the parent [Grace Brugess] D. [Cerniglia] is the parent of [Grace Brugess] E. [Cerniglia] is the siblings of [Grace Brugess] F. [Cerniglia] is the other family member of [Grace Brugess] G. [Cerniglia] has no known relations to [Grace Brugess]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,
"Determine which option can be inferred from the given Sentence.  Sentence: Giuliano is the mother of John Giuca , a Brooklyn man who was convicted three years ago with another man in the 2003 killing of [Mark Fisher] , a college [student] from New Jersey who was found beaten and shot five times after a night out in New York City . Options: A. [Mark Fisher] is a [student] B. [Mark Fisher] has no known relations to [student]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:title', 'B': 'no_relation'}",per:title,
"Determine which option can be inferred from the given Sentence.  Sentence: [Dale Lawrence] , a director at independent industry body the [Pacific Asia Travel Association] ( PATA ) , said that although the anti-government protests had been dragging on for six months , tourists had so far been little affected . Options: A. [Pacific Asia Travel Association] has the high level member [Dale Lawrence] B. [Pacific Asia Travel Association] was founded by [Dale Lawrence] C. [Pacific Asia Travel Association] has shares hold in [Dale Lawrence] D. [Pacific Asia Travel Association] has no known relations to [Dale Lawrence]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",org:top_members/employees,
"Determine which option can be inferred from the given Sentence.  Sentence: Lomax recalls when , at age [13] , [his] mother moved him and his five brothers and sisters from Los Angeles , California , to Tuskegee , Alabama , to cover the civil rights movement for Nation magazine . Options: A. [his] has the age [13] B. [his] has no known relations to [13]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",per:age,
"Determine which option can be inferred from the given Sentence.  Sentence: Ecoffey told jurors that he and another federal agent met with Graham in April 1994 in Whitehorse , the city in western [Canada] where [Graham] lived at the time . Options: A. [Graham] was born in the country [Canada] B. [Graham] has the nationality [Canada] C. [Graham] died in the country [Canada] D. [Graham] lives in the country [Canada] E. [Graham] has no known relations to [Canada]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D', 'E']","{'A': 'per:country_of_birth', 'B': 'per:origin', 'C': 'per:country_of_death', 'D': 'per:countries_of_residence', 'E': 'no_relation'}",per:countries_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: According to a new study by the [American Association of University Women] ( [AAUW] ) , women already earn 20 percent less than men at the same level and in the same field one year after college graduation . Options: A. [American Association of University Women] is also known as [AAUW] B. [American Association of University Women] has the member [AAUW] C. [American Association of University Women] is the member of [AAUW] D. [American Association of University Women] owns [AAUW] E. [American Association of University Women] has the parent company [AAUW] F. [American Association of University Women] has shares hold in [AAUW] G. [American Association of University Women] has no known relations to [AAUW]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:alternate_names,
"Determine which option can be inferred from the given Sentence.  Sentence: The Dutch newspaper Brabants Dagblad said [Ruben] was probably from [Tilburg] in the southern Netherlands and that he had been on safari in South Africa with his mother Trudy , 41 , father Patrick , 40 , and brother Enzo . Options: A. [Ruben] was born in the city [Tilburg] B. [Ruben] died in the city [Tilburg] C. [Ruben] lives in the city [Tilburg] D. [Ruben] has no known relations to [Tilburg]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C', 'D']","{'A': 'per:city_of_birth', 'B': 'per:city_of_death', 'C': 'per:cities_of_residence', 'D': 'no_relation'}",per:cities_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: Why Jamie Leigh Jones < http://www.opednews.com/maxwrite/link.php?id=53740 > Ca n't Take [Halliburton] to Court Back in December , we learned the painful story of [Jamie Leigh Jones] , who says she was gang-raped by Halliburton/KBR coworkers in Baghdad . Options: A. [Jamie Leigh Jones] studied in [Halliburton] B. [Jamie Leigh Jones] is the employee of [Halliburton] C. [Jamie Leigh Jones] has no known relations to [Halliburton]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",per:employee_of,
Determine which option can be inferred from the given Sentence.  Sentence: [Her] supervisor told her she had made a promise when she signed her Sea Org contract and would be a liar if [she] broke it . Options: A. [Her] has the alternate name [she] B. [Her] is the spouse of [she] C. [Her] has the parent [she] D. [Her] is the parent of [she] E. [Her] is the siblings of [she] F. [Her] is the other family member of [she] G. [Her] has no known relations to [she]  Which option can be inferred from the given Sentence? Option:,G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,
"Determine which option can be inferred from the given Sentence.  Sentence: '' Our ( incident ) in Jolo has a different story '' because of the kidnapping of [aid worker] [Eugenio Vagni] , he said . Options: A. [Eugenio Vagni] is a [aid worker] B. [Eugenio Vagni] has no known relations to [aid worker]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:title', 'B': 'no_relation'}",per:title,
"Determine which option can be inferred from the given Sentence.  Sentence: '' What colleges and high schools need to do is to try to encourage black and Latino men to succeed in college and go to college , '' said [Catherine Hill] , director of research for the [American Association of University Women] . Options: A. [American Association of University Women] has the high level member [Catherine Hill] B. [American Association of University Women] was founded by [Catherine Hill] C. [American Association of University Women] has shares hold in [Catherine Hill] D. [American Association of University Women] has no known relations to [Catherine Hill]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",org:top_members/employees,
"Determine which option can be inferred from the given Sentence.  Sentence: PORT-AU-PRINCE , Haiti 2010-03-08 23:05:41 UTC [Silsby] , [40] , was returned to her cell in a police station near Port-au-Prince airport . Options: A. [Silsby] has the age [40] B. [Silsby] has no known relations to [40]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",per:age,
"Determine which option can be inferred from the given Sentence.  Sentence: Ahmad Mukhlis Yusuf , chief of Indonesia 's national news agency Antara , was elected President of the [Organization of Asia Pacific News Agencies] ( [OANA] ) at the organization 's 13th general assembly taking place here Wednesday . Options: A. [Organization of Asia Pacific News Agencies] is also known as [OANA] B. [Organization of Asia Pacific News Agencies] has the member [OANA] C. [Organization of Asia Pacific News Agencies] is the member of [OANA] D. [Organization of Asia Pacific News Agencies] owns [OANA] E. [Organization of Asia Pacific News Agencies] has the parent company [OANA] F. [Organization of Asia Pacific News Agencies] has shares hold in [OANA] G. [Organization of Asia Pacific News Agencies] has no known relations to [OANA]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:alternate_names,
"Determine which option can be inferred from the given Sentence.  Sentence: [Vagni] was one of three workers from the [International Committee of the Red Cross] who were kidnapped on Jolo , an impoverished Muslim region 590 miles ( 950 kilometers ) south of Manila , on Jan 15 . Options: A. [Vagni] studied in [International Committee of the Red Cross] B. [Vagni] is the employee of [International Committee of the Red Cross] C. [Vagni] has no known relations to [International Committee of the Red Cross]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",per:employee_of,
"Determine which option can be inferred from the given Sentence.  Sentence: After Afghanistan , [he] said joining the Army was the best decision [he] 'd ever made . Options: A. [he] has the alternate name [he] B. [he] is the spouse of [he] C. [he] has the parent [he] D. [he] is the parent of [he] E. [he] is the siblings of [he] F. [he] is the other family member of [he] G. [he] has no known relations to [he]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,
"Determine which option can be inferred from the given Sentence.  Sentence: '' There 's a new recognition that there is wealth out there in the African-American community and that the colleges have a strong claim on it , '' said [Michael Lomax] , [president] of the United Negro '' Third Thursday '' <tthurs@gmailcom> Options: A. [Michael Lomax] is a [president] B. [Michael Lomax] has no known relations to [president]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:title', 'B': 'no_relation'}",per:title,
"Determine which option can be inferred from the given Sentence.  Sentence: '' Many executives who receive compensation that 's not related to performance defer their income because it 's better for them for income tax purposes , '' said [Paul Hodgson] , senior research associate at The [Corporate Library] , a corporate governance research firm based in Portland , Maine . Options: A. [Corporate Library] has the high level member [Paul Hodgson] B. [Corporate Library] was founded by [Paul Hodgson] C. [Corporate Library] has shares hold in [Paul Hodgson] D. [Corporate Library] has no known relations to [Paul Hodgson]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",org:top_members/employees,
Determine which option can be inferred from the given Sentence.  Sentence: [He] was [57] . Options: A. [He] has the age [57] B. [He] has no known relations to [57]  Which option can be inferred from the given Sentence? Option:,A,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",per:age,
"Determine which option can be inferred from the given Sentence.  Sentence: Russia and China have been actively developing cooperation within the framework of the [Organization of Asia-Pacific News Agencies] ( [OANA] ) and the World Congress of News Agencies , said Ignatenko . Options: A. [OANA] is also known as [Organization of Asia-Pacific News Agencies] B. [OANA] has the member [Organization of Asia-Pacific News Agencies] C. [OANA] is the member of [Organization of Asia-Pacific News Agencies] D. [OANA] owns [Organization of Asia-Pacific News Agencies] E. [OANA] has the parent company [Organization of Asia-Pacific News Agencies] F. [OANA] has shares hold in [Organization of Asia-Pacific News Agencies] G. [OANA] has no known relations to [Organization of Asia-Pacific News Agencies]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:alternate_names,
"Determine which option can be inferred from the given Sentence.  Sentence: He formed his own company , TAU , for a while , sold part to Trimble , left Trimble to start a GPS business line at [Motorola] ( where [he] was also a VP ) , from there to Rand McNally in Chicago , and more recently to NavTeq . Options: A. [he] studied in [Motorola] B. [he] is the employee of [Motorola] C. [he] has no known relations to [Motorola]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",per:employee_of,
"Determine which option can be inferred from the given Sentence.  Sentence: In a case that has dominated headlines and television news coverage for weeks in this soccer-obsessed nation , the police said they had concluded their investigation and were charging the goalie , Bruno Fernandes das Dores de Souza , [25] , and eight friends and family members in the slaying of [Eliza Samudio] , 25 , who disappeared in early June . Options: A. [Eliza Samudio] has the age [25] B. [Eliza Samudio] has no known relations to [25]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",no_relation,
"Determine which option can be inferred from the given Sentence.  Sentence: [Journalist] Nir Rosen lived and reported in occupied Iraq : [his] TRIUMPH OF THE MARTYRS : A REPORTER 'S JOURNEY INTO OCCUPIED IRAQ reveals his year and a half in Iraq , detailing its violent changes to its first elections in 2005 . Options: A. [his] is a [Journalist] B. [his] has no known relations to [Journalist]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:title', 'B': 'no_relation'}",per:title,
"Determine which option can be inferred from the given Sentence.  Sentence: BEIJING , July 27 ( Xinhua ) [Fan Baojun] , President of the [China Charity Federation] , pledged that the donations would be used in accordance with the donors ' requests , and would be subject to supervision . Options: A. [China Charity Federation] has the high level member [Fan Baojun] B. [China Charity Federation] was founded by [Fan Baojun] C. [China Charity Federation] has shares hold in [Fan Baojun] D. [China Charity Federation] has no known relations to [Fan Baojun]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",org:top_members/employees,
Determine which option can be inferred from the given Sentence.  Sentence: Services for [61-year-old] [Carol Daniels] will be Monday at 1 p.m. local time in Oklahoma City . Options: A. [Carol Daniels] has the age [61-year-old] B. [Carol Daniels] has no known relations to [61-year-old]  Which option can be inferred from the given Sentence? Option:,A,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",per:age,
"Determine which option can be inferred from the given Sentence.  Sentence: The 2007 International Music Festival organized by [National Taiwan Symphony Orchestra] ( [NTSO] ) will begin Oct. 6 in Taichung City in central Taiwan , an NTSO spokesman said Tuesday . Options: A. [NTSO] is also known as [National Taiwan Symphony Orchestra] B. [NTSO] has the member [National Taiwan Symphony Orchestra] C. [NTSO] is the member of [National Taiwan Symphony Orchestra] D. [NTSO] owns [National Taiwan Symphony Orchestra] E. [NTSO] has the parent company [National Taiwan Symphony Orchestra] F. [NTSO] has shares hold in [National Taiwan Symphony Orchestra] G. [NTSO] has no known relations to [National Taiwan Symphony Orchestra]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:alternate_names,
"Determine which option can be inferred from the given Sentence.  Sentence: [Ahmed Rashid] , a Pakistani journalist and a fellow at the [Pacific Council on International Policy] , is most recently the author of '' Descent Into Chaos : The US and the Disaster in Pakistan , Afghanistan and Central Asia . '' Options: A. [Ahmed Rashid] studied in [Pacific Council on International Policy] B. [Ahmed Rashid] is the employee of [Pacific Council on International Policy] C. [Ahmed Rashid] has no known relations to [Pacific Council on International Policy]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",per:employee_of,
"Determine which option can be inferred from the given Sentence.  Sentence: [Piedra] reported to the IRS that [his] practice gave $ 107,862 to Scientology groups in 2003 . Options: A. [his] has the alternate name [Piedra] B. [his] is the spouse of [Piedra] C. [his] has the parent [Piedra] D. [his] is the parent of [Piedra] E. [his] is the siblings of [Piedra] F. [his] is the other family member of [Piedra] G. [his] has no known relations to [Piedra]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,
